嗚呼	ああ	Ah!;Oh!;Alas!
売り出す	うりだす	to put on sale;to market;to become popular
売り場	うりば	place where things are sold;salesfloor;counter (in shop)
売る	うる	to sell
得る	うる	to obtain;to acquire
潤う	うるおう	to be moist;to be damp;to get wet;to profit by;to be watered;to receive benefits;to favor;to charm;to steepen
五月蝿い	うるさい	noisy;loud;fussy
嬉しい	うれしい	happy;glad;pleasant
売れ行き	うれゆき	sales
売れる	うれる	to be sold
	うろうろ	loiteringly;aimless wandering
浮気	うわき	flighty;fickle;wanton;unfaithful
上着	うわぎ	coat;tunic;jacket;outer garment
噂	うわさ	rumour;report;gossip;common talk
上手	うわて	1.  upper part;upper stream;left side (of a stage); 2.  skillful (only in comparisons);dexterity (only in comparisons)
上回る	うわまわる	to exceed
植わる	うわる	to be planted
	うん	yeah;uh huh
運	うん	fortune;luck
運営	うんえい	management;administration;operation
運河	うんが	canal;waterway
	うんざり	tedious;boring;being fed up with
運送	うんそう	shipping;marine transportation
運賃	うんちん	freight rates;shipping expenses;fare
運転	うんてん	operation;motion;driving
運動	うんどう	motion;exercise
云々	うんぬん	and so on;and so forth;comment
運搬	うんぱん	transport;carriage
運命	うんめい	fate
運輸	うんゆ	transportation
運用	うんよう	making use of;application;investment;practical use
柄	え	handle;grip
絵	え	picture;drawing;painting;sketch
会	え	understanding
柄	え	handle;grip
重	え	-fold;-ply
重	え	-fold;-ply
	えい	ray (fish)
永遠	えいえん	eternity;perpetuity;immortality;permanence
映画	えいが	movie;film
永久	えいきゅう	eternity;perpetuity;immortality
影響	えいきょう	influence;effect
営業	えいぎょう	business;trade;management
英語	えいご	the English language
映写	えいしゃ	projection
英字	えいじ	English letter (character)
衛星	えいせい	satellite
衛生	えいせい	health;hygiene;sanitation;medical
映像	えいぞう	reflection;image
英文	えいぶん	sentence in English
英雄	えいゆう	hero;great man
栄養	えいよう	nutrition;nourishment
英和	えいわ	English-Japanese (e.g. dictionary)
	ええ	yes
	ええと	let me see;well;er....
笑顔	えがお	smiling face
描く	えがく	to draw;to paint;to sketch;to depict;to describe
液	えき	liquid;fluid
駅	えき	station
役	えき	war;campaign;battle
液体	えきたい	liquid;fluid
餌	えさ	feed;bait
枝	えだ	branch;bow;twig;limb
閲覧	えつらん	inspection;reading
絵の具	えのぐ	colors;paints
獲物	えもの	game;spoils;trophy
偉い	えらい	great;celebrated;eminent;terrible;awful;famous;remarkable;excellent
選ぶ	えらぶ	to choose;to select
襟	えり	neck;collar;lapel;neckband
縁	えん	chance;fate;destiny;relation;bonds;connection;karma
縁	えん	chance;fate;destiny;relation;bonds;connection;karma
円	えん	Yen;circle
塩	えん	salt
艶	えん	charming;fascinating;voluptuous
縁	えん	chance;fate;destiny;relation;bonds;connection;karma
円	えん	Yen;circle
園	えん	garden (esp. man-made)
宴会	えんかい	party;banquet
円滑	えんかつ	harmony;smoothness
縁側	えんがわ	veranda;porch;balcony;open corridor
沿岸	えんがん	coast;shore
延期	えんき	postponement;adjournment
婉曲	えんきょく	euphemistic;circumlocution;roundabout;indirect;insinuating
演技	えんぎ	acting;performance
園芸	えんげい	horticulture;gardening
演劇	えんげき	play (theatrical)
円周	えんしゅう	circumference
演習	えんしゅう	practice;exercises;manoeuvers
演出	えんしゅつ	production (e.g. play);direction
援助	えんじょ	assistance;aid;support
演じる	えんじる	to perform (a play);to play (a part);to act (a part);to commit (a blunder)
演ずる	えんずる	to perform;to play
沿線	えんせん	along railway line
演説	えんぜつ	speech;address
演奏	えんそう	musical performance
遠足	えんそく	trip;hike;picnic
縁談	えんだん	marriage proposal;engagement
延長	えんちょう	extension;elongation;prolongation;lengthening
煙突	えんとつ	chimney
遠方	えんぽう	long way;distant place
円満	えんまん	perfection;harmony;peace;smoothness;completeness;satisfaction;integrity
遠慮	えんりょ	diffidence;restraint;reserve
尾	お	tail;ridge
於	お	at;in;on
甥	おい	nephew
甥	おい	nephew
追い掛ける	おいかける	to chase or run after someone;to run down;to pursue
追い越す	おいこす	to pass (e.g. car);to outdistance;to outstrip
追い込む	おいこむ	to herd;to corner;to drive
美味しい	おいしい	delicious;tasty
追い出す	おいだす	to expel;to drive out
追い付く	おいつく	to overtake;to catch up (with)
於いて	おいて	at;in;on
お出でになる	おいでになる	to be
老いる	おいる	to age;to grow old
負う	おう	to bear;to owe
王	おう	1.  king;ruler;sovereign;monarch; 2.  king (for senior player) (shogi)
追う	おう	to chase;to run after
応援	おうえん	aid;assistance;help;reinforcement;rooting;barracking;support;cheering
応急	おうきゅう	emergency
黄金	おうごん	gold
王様	おうさま	king
黄色	おうしょく	yellow
往診	おうしん	doctor's visit;house call
王子	おうじ	prince
王女	おうじょ	princess
応じる	おうじる	to respond;to satisfy;to accept;to comply with;to apply for
応ずる	おうずる	to answer;to respond;to meet;to satisfy;to accept
応接	おうせつ	reception
応対	おうたい	receiving;dealing with
横断	おうだん	crossing
往復	おうふく	round trip;coming and going;return ticket
欧米	おうべい	Europe and America;the West
応募	おうぼ	subscription;application
応用	おうよう	application;put to practical use
終える	おえる	to finish
	おおい	hey!
多い	おおい	many;numerous
大いに	おおいに	very;much;greatly
覆う	おおう	to cover;to hide;to conceal;to wrap;to disguise
大方	おおかた	perhaps;almost all;majority
大柄	おおがら	large build;large pattern
大きい	おおきい	big;large;great
大げさ	おおげさ	grandiose;exaggerated
大事	おおごと	important;valuable;serious matter
大ざっぱ	おおざっぱ	rough (as in not precise);broad;sketchy
大筋	おおすじ	outline;summary
大空	おおぞら	heaven;firmament;the sky
大通り	おおどおり	main street
大幅	おおはば	full width;large scale;drastic
大水	おおみず	flood
大家	おおや	landlord;landlady
大家	おおや	landlord;landlady
公	おおやけ	official;public;formal;open;governmental
大凡	おおよそ	about;roughly;as a rule;approximately
丘	おか	hill;height;knoll;rising ground
お母さん	おかあさん	mother
お蔭	おかげ	(your) backing;assistance
お蔭様で	おかげさまで	Thanks to god;thanks to you
可笑しい	おかしい	strange;funny;amusing;ridiculous
犯す	おかす	to commit;to perpetrate;to violate;to rape
侵す	おかす	to invade;to raid;to trespass;to violate;to intrude on
お菜	おかず	side dish;accompaniment for rice dishes
お構いなく	おかまいなく	please don't fuss over me
お代わり	おかわり	second helping;another cup
拝む	おがむ	to worship;to beg;to make a supplication
沖	おき	open sea
沖	おき	open sea
起きる	おきる	to get up;to rise
補う	おぎなう	to compensate for
奥	おく	interior;inner part
置く	おく	to put;to place
億	おく	(num) 100 000 000;hundred million
屋外	おくがい	outdoors
奥さん	おくさん	wife;your wife;his wife;married lady;madam
屋上	おくじょう	rooftop
臆病	おくびょう	cowardice;timidity
遅らす	おくらす	to retard;to delay
送り仮名	おくりがな	part of word written in kana
贈り物	おくりもの	present;gift
送る	おくる	to send (a thing);to dispatch;to take or escort (a person somewhere);to see off (a person);to spend a period of time;to live a life
贈る	おくる	to send;to give to;to award to;to confer on
遅れ	おくれ	delay;lag
遅れる	おくれる	to be late;to be delayed;to fall behind schedule
お子さん	おこさん	(someone else's) child
起こす	おこす	to raise;to cause;to wake someone
怠る	おこたる	to neglect;to be off guard;to be feeling better
行い	おこない	deed;conduct;behavior;action;asceticism
行う	おこなう	to perform;to do;to conduct oneself;to carry out
起こる	おこる	to occur;to happen
厳か	おごそか	austere;majestic;dignified;stately;awful;impressive
傲る	おごる	to be proud
長	おさ	chief;head
長	おさ	chief;head
押さえる	おさえる	to stop;to restrain;to seize;to repress;to suppress;to press down
お先に	おさきに	before;ahead;previously
幼い	おさない	very young;childish
収まる	おさまる	to be obtained;to end;to settle into;to fit into;to be settled;to be paid;to be delivered
納まる	おさまる	to be obtained;to end;to settle into;to fit into;to be settled;to be paid;to be delivered
治まる	おさまる	to be at peace;to clamp down;to lessen (storm  terror  anger)
収める	おさめる	to obtain;to reap;to pay;to supply;to accept
納める	おさめる	to obtain;to reap;to pay;to supply;to accept
治める	おさめる	to govern;to manage;to subdue
お産	おさん	(giving) birth
惜しい	おしい	regrettable;disappointing;precious
押し入れ	おしいれ	closet
教え	おしえ	teachings;precept;lesson;doctrine
教える	おしえる	to teach;to inform;to instruct
押し切る	おしきる	to have one's own way
押し込む	おしこむ	to push into;to crowd into
惜しむ	おしむ	to be frugal;to value;to regret
お喋り	おしゃべり	chattering;talk;idle talk;chat;chitchat;gossip;chatty;talkative;chatterbox;blabbermouth
お洒落	おしゃれ	smartly dressed;someone smartly dressed;fashion-conscious
押し寄せる	おしよせる	to push aside;to advance on
伯父	おじ	uncle (older than one's parent)
お祖父さん	おじいさん	grandfather;male senior-citizen
御辞儀	おじぎ	bow
伯父さん	おじさん	middle-aged gentleman;uncle
お邪魔します	おじゃまします	Excuse me for disturbing (interrupting) you
お嬢さん	おじょうさん	daughter
雄	おす	male (animal)
押す	おす	to push;to press;to stamp (i.e. a passport)
お世辞	おせじ	flattery;compliment
汚染	おせん	pollution;contamination
遅い	おそい	late;slow
襲う	おそう	to attack
遅くとも	おそくとも	at the latest
恐らく	おそらく	perhaps
恐れ	おそれ	fear;horror
恐れ入る	おそれいる	to be filled with awe;to feel small;to be amazed;to be surprised;to be disconcerted;to be sorry;to be grateful;to be defeated;to confess guilt
恐れる	おそれる	to fear;to be afraid of
恐ろしい	おそろしい	terrible;dreadful
教わる	おそわる	to be taught
お大事に	おだいじに	Take care of yourself
煽てる	おだてる	to stir up;to instigate;to flatter
穏やか	おだやか	calm;gentle;quiet
落ち込む	おちこむ	to fall into;to feel down (sad)
落ち着き	おちつき	calm;composure
落ち着く	おちつく	to calm down;to settle down;to be steady;to settle in;to take up one's residence;to harmonize with;to match;to restore presence of mind
落ち葉	おちば	fallen leaves;leaf litter;defoliation;shedding leaves
落ちる	おちる	to fail (e.g. exam);to fall down;to drop
	おっかない	frightening;huge
仰っしゃる	おっしゃる	to say;to speak;to tell;to talk
夫	おっと	(my) husband
乙	おつ	1.  strange;quaint;stylish;chic;spicy;queer;witty;tasty;romantic; 2.  2nd in rank;second sign of the Chinese calendar
お使い	おつかい	errand
お手上げ	おてあげ	all over;given in;given up hope;bring to knees
御手洗い	おてあらい	toilet;restroom;lavatory;bathroom (US)
